State,Year,Quarter,Transaction_Type,Transaction_Count,Transaction_Amount
Punjab,2019,3,Utility,674942,1732282138.5531852
Punjab,2019,3,Retail,5622095,2144950169.050992
Punjab,2019,4,Retail,6254384,2176220244.506953
Punjab,2019,4,Utility,1404641,2376177362.0984917
Punjab,2019,4,P2P,6321702,25329646347.376846
Punjab,2020,1,P2P,6448799,26791757277.005135
Punjab,2020,1,Retail,7210325,2784985980.902099
Punjab,2020,1,Utility,2038824,2377677864.5597787
Punjab,2020,2,Retail,6014021,3016477090.220037
Punjab,2020,2,Utility,2687674,2282039492.9298
Punjab,2020,2,P2P,5501764,24538133602.390266
Punjab,2020,3,P2P,7525655,33136633276.668976
Punjab,2020,3,Retail,7823602,4379350907.23914
Punjab,2020,3,Utility,2538701,3526971539.2345576
Punjab,2020,4,P2P,9697447,43726392488.84065
Punjab,2020,4,Retail,10297838,6664529187.89292
Punjab,2020,4,Utility,3598416,4137022873.99037
Punjab,2021,1,P2P,11070488,47494300470.31009
Punjab,2021,1,Retail,10008900,7663908017.81102
Punjab,2021,1,Utility,6390774,4594984858.556509
Punjab,2021,2,P2P,13202084,55608250447.10545
Punjab,2021,2,Retail,11144498,9166102308.289711
Punjab,2021,2,Utility,8335415,5508631430.883668
Punjab,2021,3,P2P,16413165,64360488231.81946
Punjab,2021,3,Retail,16218466,13152051739.267681
Punjab,2021,3,Utility,9024573,6817028357.323643
Punjab,2021,4,Retail,19076362,17104884157.048012
Punjab,2021,4,Utility,8060225,6518514916.890647
Punjab,2021,4,P2P,17253838,70483920859.522
Punjab,2022,1,P2P,21331370,85408334904.3859
Punjab,2022,1,Retail,25097722,21221407187.61332
Punjab,2022,1,Utility,9159479,7208406389.780758
Punjab,2022,2,Retail,34194211,26023094393.652138
Punjab,2022,2,Utility,10670260,8388311508.114669
Punjab,2022,2,P2P,24605671,96827327509.96368
Punjab,2022,3,P2P,29796417,108383842636.84692
Punjab,2022,3,Retail,43028061,33154916811.654617
Punjab,2022,3,Utility,12523896,10469925170.277534
Punjab,2022,4,P2P,32553199,121993736816.0094
Punjab,2022,4,Retail,49331250,39172833281.088684
Punjab,2022,4,Utility,12821570,10859819349.371344
Punjab,2023,1,P2P,33559001,125974371831.89532
Punjab,2023,1,Retail,51451166,39565511665.28131
Punjab,2023,1,Utility,13143670,10324774319.77528
Punjab,2023,2,P2P,39137930,139767293520.09256
Punjab,2023,2,Retail,65508285,42801188098.07071
Punjab,2023,2,Utility,14366193,11935698377.729792
Punjab,2023,3,P2P,43206798,144870862839.24875
Punjab,2023,3,Utility,14957827,13065781843.223583
Punjab,2023,3,Retail,74686189,47394116683.02636
Punjab,2023,4,Retail,81488251,56021917108.988815
Punjab,2023,4,Utility,14745378,14406944544.581417
Punjab,2023,4,P2P,47207197,161418214555.73892
Punjab,2024,1,P2P,46625283,153710491715.1056
Punjab,2024,1,Retail,81707832,56863094144.6902
Punjab,2024,1,Utility,14840154,13565463801.901295
Punjab,2024,2,P2P,53076867,166876950698.30676
Punjab,2024,2,Retail,103791454,62937750059.55783
Punjab,2024,2,Utility,15990098,14948869840.191872
Punjab,2024,3,P2P,58951692,173909237069.39886
Punjab,2024,3,Utility,16691176,17738169624.832516
Punjab,2024,3,Retail,112671341,65442295566.63887
Punjab,2024,4,Retail,119043043,74116671896.01282
Punjab,2024,4,Utility,16909420,18707510704.124977
Punjab,2024,4,P2P,64059597,197045485732.41962
Punjab,2025,1,P2P,68035690,207887525977.96075
Punjab,2025,1,Retail,127552368,75972100537.1831
Punjab,2025,1,Utility,19112840,19722017630.683147
Punjab,2025,2,Retail,135349462,75102844981.66306
Punjab,2025,2,Utility,17550075,19717084859.556744
Punjab,2025,2,P2P,66681507,201809629336.50824
Punjab,2025,3,P2P,72569615,202820842459.01678
Punjab,2025,3,Utility,18471295,22483582425.194412
Punjab,2025,3,Retail,147253055,79003323509.18784
Punjab,2025,4,P2P,78882931,231017621946.63556
Punjab,2025,4,Retail,152709681,90380237947.84503
Punjab,2025,4,Utility,18984611,25081829270.54038
Punjab,2026,1,P2P,80997955,231472570075.94357
Punjab,2026,1,Retail,156323287,92489436448.35294
Punjab,2026,1,Utility,19640341,25816637527.306908
Punjab,2026,2,P2P,86235320,244675165175.23608
Punjab,2026,2,Retail,176968809,98137725177.93954
Punjab,2026,2,Utility,19159944,26816844333.664066
Rajasthan,2018,1,P2P,2918332,8885778005.6146
Rajasthan,2018,1,Retail,6171468,1372057918.7831912
Rajasthan,2018,1,Utility,182637,335335232.120625
Rajasthan,2018,2,P2P,4284208,15409718957.188889
Rajasthan,2018,2,Retail,7030908,1925876094.8623612
Rajasthan,2018,2,Utility,567897,754605516.2065157
Rajasthan,2018,3,P2P,7866935,23765364599.2303
Rajasthan,2018,3,Retail,7654080,2255867112.679395
Rajasthan,2018,3,Utility,943933,1293317128.290366
Rajasthan,2018,4,P2P,11980655,37907100401.64123
Rajasthan,2018,4,Utility,1214114,1662892326.3607254
Rajasthan,2018,4,Retail,11168140,3417743896.6942673
Rajasthan,2019,1,P2P,29406151,58857913774.07618
Rajasthan,2019,1,Retail,16759749,4382608337.0455475
Rajasthan,2019,1,Utility,1977666,2258888407.198079
Rajasthan,2019,2,P2P,24738172,77028577146.21002
Rajasthan,2019,2,Retail,23387217,6689125972.969138
Rajasthan,2019,2,Utility,1961199,2921048204.650339
Rajasthan,2019,3,P2P,28826157,93710146425.2273
Rajasthan,2019,3,Retail,33642559,9368105710.603312
Rajasthan,2019,3,Utility,3460585,5463149549.686538
Rajasthan,2019,4,P2P,42028213,134902140259.27444
Rajasthan,2019,4,Retail,33945223,10964451469.994375
Rajasthan,2019,4,Utility,7317684,7514827022.901459
Rajasthan,2020,1,P2P,46351996,159148768222.19995
Rajasthan,2020,1,Utility,11320295,8604711217.751036
Rajasthan,2020,1,Retail,42140703,15706146449.957516
Rajasthan,2020,2,P2P,46162638,157712406423.57526
Rajasthan,2020,2,Retail,36961229,17341012647.965153
Rajasthan,2020,2,Utility,15181393,9345037248.245802
Rajasthan,2020,3,P2P,69523816,237533755752.48553
Rajasthan,2020,3,Retail,57900495,28146660971.366623
Rajasthan,2020,3,Utility,15584292,14553842933.43127
Rajasthan,2020,4,P2P,85199155,308493238154.44385
Rajasthan,2020,4,Utility,20367929,18198624219.524197
Rajasthan,2020,4,Retail,79104977,44125243950.84855
Rajasthan,2021,1,P2P,111107699,389356353786.1696
Rajasthan,2021,1,Retail,91152365,55617984065.688965
Rajasthan,2021,1,Utility,38694713,23497028490.45188
Rajasthan,2021,2,P2P,132454889,446640961464.5996
Rajasthan,2021,2,Retail,90192431,62176224282.428474
Rajasthan,2021,2,Utility,51789864,27490675346.062893
Rajasthan,2021,3,P2P,175069182,557572140356.7367
Rajasthan,2021,3,Retail,155512206,95199071584.4447
Rajasthan,2021,3,Utility,53490251,34000878173.325146
Rajasthan,2021,4,P2P,179543868,608592201190.1
Rajasthan,2021,4,Retail,182274484,122399978116.00719
Rajasthan,2021,4,Utility,48371763,34497594753.67006
Rajasthan,2022,1,P2P,230002464,777682174082.8374
Rajasthan,2022,1,Utility,56318976,40187887123.301315
Rajasthan,2022,1,Retail,249207437,154019828753.32623
Rajasthan,2022,2,P2P,248313762,856881787824.0721
Rajasthan,2022,2,Retail,309286081,185696135153.66168
Rajasthan,2022,2,Utility,63079382,43287057548.97304
Rajasthan,2022,3,P2P,289727149,931465115313.1274
Rajasthan,2022,3,Retail,374499257,213574127971.03088
Rajasthan,2022,3,Utility,72804376,52657808607.232605
Rajasthan,2022,4,P2P,317940780,1072991252418.4116
Rajasthan,2022,4,Utility,76699563,58306596014.51637
Rajasthan,2022,4,Retail,426355884,250279179694.83136
Rajasthan,2023,1,P2P,353143283,1216304257848.7102
Rajasthan,2023,1,Retail,478301186,272854866976.7351
Rajasthan,2023,1,Utility,87654297,62628364788.087715
Rajasthan,2023,2,P2P,389689144,1320838006950.7446
Rajasthan,2023,2,Retail,586137559,300468672839.6393
Rajasthan,2023,2,Utility,97266041,73250105399.77365
Rajasthan,2023,3,P2P,438636047,1385349527066.4614
Rajasthan,2023,3,Retail,696907330,333052331969.5913
Rajasthan,2023,3,Utility,101501052,80368290198.97678
Rajasthan,2023,4,P2P,484389540,1587558670209.73
Rajasthan,2023,4,Retail,760169113,388816396700.8862
Rajasthan,2023,4,Utility,106407366,93683284817.80493
Rajasthan,2024,1,P2P,566598111,1796649112943.0537
Rajasthan,2024,1,Retail,910181233,453364031337.5751
Rajasthan,2024,1,Utility,123778868,102693368371.04709
Rajasthan,2024,2,P2P,603687650,1878817919148.1792
Rajasthan,2024,2,Retail,1080979751,497602411496.18713
Rajasthan,2024,2,Utility,134036249,117115016606.87685
Rajasthan,2024,3,P2P,638890431,1829888143795.0515
Rajasthan,2024,3,Retail,1159471272,505972802743.32263
Rajasthan,2024,3,Utility,134482860,134973847418.75644
Rajasthan,2024,4,P2P,672386566,2073554684226.187
Rajasthan,2024,4,Retail,1233463293,572508820739.6886
Rajasthan,2024,4,Utility,134791141,145258143416.05234
Rajasthan,2025,1,P2P,665402771,2053189406477.934
Rajasthan,2025,1,Utility,143752639,146394293977.1007
Rajasthan,2025,1,Retail,1225941832,547455692237.5456
Rajasthan,2025,2,P2P,674572899,2083540820747.571
Rajasthan,2025,2,Retail,1361793084,594185008574.2501
Rajasthan,2025,2,Utility,144038201,153914784853.21082
Rajasthan,2025,3,P2P,706351073,1986862855925.9
Rajasthan,2025,3,Retail,1471559131,623412535441.0137
Rajasthan,2025,3,Utility,145697952,167928428557.28268
Rajasthan,2025,4,P2P,731137692,2187278611276.553
Rajasthan,2025,4,Utility,145740845,183112188444.0957
Rajasthan,2025,4,Retail,1482912609,692007966379.2545
Rajasthan,2026,1,P2P,751360343,2217137086266.0674
Rajasthan,2026,1,Utility,153879554,183713597091.5824
Rajasthan,2026,1,Retail,1529887412,690792083371.6877
Rajasthan,2026,2,P2P,762303898,2258793597210.0557
Rajasthan,2026,2,Retail,1639275785,737008735503.4113
Rajasthan,2026,2,Utility,151848846,193710479556.99695
Sikkim,2018,1,P2P,15233,66093008.17618766
Sikkim,2018,1,Retail,37037,10025384.408270871
Sikkim,2018,1,Utility,152,435001.8856134153
Sikkim,2018,2,P2P,27106,145936615.15177527
Sikkim,2018,2,Retail,59274,17695178.276072778
Sikkim,2018,2,Utility,968,1739628.2459005015
Sikkim,2018,3,P2P,46387,241294832.95036188
Sikkim,2018,3,Retail,75943,20729391.05840729
Sikkim,2018,3,Utility,1704,2283114.551538514
Sikkim,2018,4,Retail,108280,33285769.30826584
Sikkim,2018,4,Utility,2170,3852652.3020351613
Sikkim,2018,4,P2P,71395,394562886.4212607
Sikkim,2019,1,P2P,107340,442152475.07275254
Sikkim,2019,1,Retail,122550,32670006.07559294
Sikkim,2019,1,Utility,3141,4919087.353032504
Sikkim,2019,2,P2P,130037,653537356.8513823
Sikkim,2019,2,Retail,165212,48303133.023233786
Sikkim,2019,2,Utility,3183,6556707.426822832
Sikkim,2019,3,P2P,148858,728684372.0871565
Sikkim,2019,3,Retail,168555,51550810.80853837
Sikkim,2019,3,Utility,16288,11079786.37040665
Sikkim,2019,4,P2P,195405,928687032.3295316
Sikkim,2019,4,Retail,161964,54465099.50482026
Sikkim,2019,4,Utility,51718,21203030.92945511
Sikkim,2020,1,P2P,200232,968699085.3588933
Sikkim,2020,1,Retail,180421,64468435.35287748
Sikkim,2020,1,Utility,78924,27080228.506059445
Sikkim,2020,2,P2P,203950,1085512986.2285562
Sikkim,2020,2,Retail,221971,85610793.34037137
Sikkim,2020,2,Utility,121448,35280245.1435785
Sikkim,2020,3,P2P,264230,1385937712.3937476
Sikkim,2020,3,Retail,256031,120049410.47269785
Sikkim,2020,3,Utility,119316,37374366.65132688
Sikkim,2020,4,Retail,273203,173307727.47761595
Sikkim,2020,4,Utility,152036,53725417.51414898
Sikkim,2020,4,P2P,353096,1858924914.26326
Sikkim,2021,1,P2P,436996,2160719813.60437
Sikkim,2021,1,Retail,153480,195762388.99000686
Sikkim,2021,1,Utility,289217,84331917.59327225
Sikkim,2021,2,Retail,160006,219743279.7521869
Sikkim,2021,2,Utility,408180,103873376.75277984
Sikkim,2021,2,P2P,496633,2284284292.5285473
Sikkim,2021,3,P2P,641409,2826149716.258697
Sikkim,2021,3,Retail,234862,343651197.45822304
Sikkim,2021,3,Utility,418872,115377038.26957431
Sikkim,2021,4,P2P,766037,3298868313.712458
Sikkim,2021,4,Retail,347103,498126630.7184079
Sikkim,2021,4,Utility,384951,132714801.81277326
Sikkim,2022,1,P2P,946961,3775519170.48781
Sikkim,2022,1,Retail,483455,615331014.9297271
Sikkim,2022,1,Utility,404118,136780480.8489868
Sikkim,2022,2,P2P,1270954,4866185751.557163
Sikkim,2022,2,Retail,766320,934618859.8759933
Sikkim,2022,2,Utility,474966,166160346.19972554
Sikkim,2022,3,P2P,1454342,4875222196.164858
Sikkim,2022,3,Retail,918215,1010457427.7179368
Sikkim,2022,3,Utility,531908,178610029.60546988
Sikkim,2022,4,Retail,1044864,1167051934.213043
Sikkim,2022,4,Utility,549517,187444321.1499581
Sikkim,2022,4,P2P,1598547,5257077919.462416
Sikkim,2023,1,P2P,1725226,5348759522.7538805
Sikkim,2023,1,Retail,1136164,1168673496.1544535
Sikkim,2023,1,Utility,540109,190928109.33153093
Sikkim,2023,2,Retail,1696647,1607247353.4284844
Sikkim,2023,2,Utility,596642,246102843.71920463
Sikkim,2023,2,P2P,2144313,6693985957.47983
Sikkim,2023,3,P2P,2132175,6127031966.50907
Sikkim,2023,3,Retail,2004746,1641029718.5267706
Sikkim,2023,3,Utility,603240,235060504.7914191
Sikkim,2023,4,P2P,2130107,6388769210.325094
Sikkim,2023,4,Retail,2139471,1914203040.13664
Sikkim,2023,4,Utility,572923,254455034.62655684
Sikkim,2024,1,P2P,2446211,6863532846.961853
Sikkim,2024,1,Retail,2665840,2197663503.72295
Sikkim,2024,1,Utility,623826,285796464.96609336
Sikkim,2024,2,Retail,3596853,2752713219.1047883
Sikkim,2024,2,Utility,666213,343151531.5111357
Sikkim,2024,2,P2P,2862938,8068187527.409076
Sikkim,2024,3,P2P,3059339,7536002567.901677
Sikkim,2024,3,Retail,4040039,2760800336.0804076
Sikkim,2024,3,Utility,738457,351311648.7812564
Sikkim,2024,4,P2P,3463436,8950472814.439768
Sikkim,2024,4,Retail,4792790,3359629499.482387
Sikkim,2024,4,Utility,765750,403717598.9841714
Sikkim,2025,1,P2P,3649693,8830937494.53429
Sikkim,2025,1,Retail,5355602,3423627479.374304
Sikkim,2025,1,Utility,847175,425902300.9005053
Sikkim,2025,2,P2P,3900931,9565314310.861593
Sikkim,2025,2,Retail,6402735,4166402973.38558
Sikkim,2025,2,Utility,853169,467828372.9641411
Sikkim,2025,3,P2P,4192100,9318622896.694172
Sikkim,2025,3,Retail,6777789,4061482902.7070093
Sikkim,2025,3,Utility,911937,492555318.1197452
Sikkim,2025,4,Retail,6862025,4372018990.55571
Sikkim,2025,4,Utility,920936,550566284.2679479
Sikkim,2025,4,P2P,4339229,9619852936.28011
Sikkim,2026,1,P2P,4721228,10461597071.043785
Sikkim,2026,1,Retail,7607696,4888226546.891243
Sikkim,2026,1,Utility,958880,617517391.5740582
Sikkim,2026,2,Retail,8719037,5639655887.7434435
Sikkim,2026,2,Utility,970777,735492408.3597246
Sikkim,2026,2,P2P,5266430,11879485154.353392
Tamil Nadu,2018,1,P2P,2011437,7820270673.002471
Tamil Nadu,2018,1,Retail,2877514,775786901.4529727
Tamil Nadu,2018,1,Utility,34940,159784787.01395154
Tamil Nadu,2018,2,P2P,3227447,13603391651.991997
Tamil Nadu,2018,2,Retail,3673579,1145876704.3647156
Tamil Nadu,2018,2,Utility,228225,403675172.57059
Tamil Nadu,2018,3,P2P,5632565,20384167420.608696
Tamil Nadu,2018,3,Retail,4759711,1388964282.6679444
Tamil Nadu,2018,3,Utility,419825,588816746.9998128
Tamil Nadu,2018,4,P2P,8650679,30419612893.53309
Tamil Nadu,2018,4,Retail,7901767,2360306573.480562
Tamil Nadu,2018,4,Utility,570827,872704583.3236806
Tamil Nadu,2019,1,P2P,14460181,42021625038.37033
Tamil Nadu,2019,1,Retail,9953421,2856450204.6193867
Tamil Nadu,2019,1,Utility,764913,1187483992.4267585
Tamil Nadu,2019,2,P2P,15910165,54367509183.54697
Tamil Nadu,2019,2,Retail,14143783,4553800603.751009
Tamil Nadu,2019,2,Utility,850224,1668416007.110484
Tamil Nadu,2019,3,P2P,20175934,66691385067.056854
Tamil Nadu,2019,3,Retail,18733358,5410331527.432514
Tamil Nadu,2019,3,Utility,1705873,3011331339.3768215
Tamil Nadu,2019,4,P2P,26891922,84592540847.90417
Tamil Nadu,2019,4,Retail,23550229,6923792236.809929
Tamil Nadu,2019,4,Utility,3831224,4386056505.334708
Tamil Nadu,2020,1,P2P,29210450,96028911809.95132
Tamil Nadu,2020,1,Retail,29894565,9491915924.783707
Tamil Nadu,2020,1,Utility,6013364,5177339140.994316
Tamil Nadu,2020,2,P2P,19796701,74555844036.41754
Tamil Nadu,2020,2,Retail,22003787,8372582724.493982
Tamil Nadu,2020,2,Utility,8584890,5004012549.854483
Tamil Nadu,2020,3,P2P,30434012,117745860926.56848
Tamil Nadu,2020,3,Retail,31747599,14292550827.705067
Tamil Nadu,2020,3,Utility,8348187,6499711631.452433
Tamil Nadu,2020,4,P2P,46846688,168605320526.09393
Tamil Nadu,2020,4,Retail,52957176,26090565386.000893
Tamil Nadu,2020,4,Utility,12315930,9496061204.733479
Tamil Nadu,2021,1,P2P,56209553,202314422175.67444
Tamil Nadu,2021,1,Retail,55184006,29819782859.304306
Tamil Nadu,2021,1,Utility,24308721,13159377856.267248
Tamil Nadu,2021,2,Retail,50846255,31531043535.377983
Tamil Nadu,2021,2,Utility,33606899,16066386815.962757
Tamil Nadu,2021,2,P2P,58488704,208096074120.6173
Tamil Nadu,2021,3,P2P,80872706,286237931595.271
Tamil Nadu,2021,3,Retail,83456564,50429758137.33414
Tamil Nadu,2021,3,Utility,36222902,19540625515.812508
Tamil Nadu,2021,4,P2P,86906217,295037255751.92316
Tamil Nadu,2021,4,Retail,99367500,59413720684.0082
Tamil Nadu,2021,4,Utility,32518385,19968437890.782814
Tamil Nadu,2022,1,P2P,111499213,384701436475.59216
Tamil Nadu,2022,1,Retail,133533757,75275191246.74313
Tamil Nadu,2022,1,Utility,33014685,23144920260.22531
Tamil Nadu,2022,2,P2P,128465769,439879819448.2068
Tamil Nadu,2022,2,Retail,170116252,93236250525.09148
Tamil Nadu,2022,2,Utility,39544405,27652449748.450058
Tamil Nadu,2022,3,P2P,150895801,501139991410.00635
Tamil Nadu,2022,3,Retail,206948312,113306550720.82523
Tamil Nadu,2022,3,Utility,45832819,32680575544.035248
Tamil Nadu,2022,4,P2P,160182520,519947723633.1219
Tamil Nadu,2022,4,Retail,227776260,120197012260.56296
Tamil Nadu,2022,4,Utility,47329274,34806191901.540215
Tamil Nadu,2023,1,P2P,169078610,554061542867.6825
Tamil Nadu,2023,1,Retail,252046397,129807459290.97186
Tamil Nadu,2023,1,Utility,46919825,36533612462.683075
Tamil Nadu,2023,2,Retail,271653945,135701093179.60844
Tamil Nadu,2023,2,Utility,51542857,43274055354.29386
Tamil Nadu,2023,2,P2P,180963627,602385316888.7815
Tamil Nadu,2023,3,P2P,198443890,640871448049.5564
Tamil Nadu,2023,3,Retail,307301051,148082915891.10593
Tamil Nadu,2023,3,Utility,52970605,46755700051.33452
Tamil Nadu,2023,4,P2P,208447240,662120744347.6
Tamil Nadu,2023,4,Retail,336363862,165231775169.36227
Tamil Nadu,2023,4,Utility,53010030,50820128624.30105
Tamil Nadu,2024,1,P2P,219014310,688262540343.62
Tamil Nadu,2024,1,Retail,370440883,176265329719.35828
Tamil Nadu,2024,1,Utility,53629398,52931892253.276306
Tamil Nadu,2024,2,Retail,417547691,192748966919.74872
Tamil Nadu,2024,2,Utility,57183613,59681915568.40393
Tamil Nadu,2024,2,P2P,232646050,734785382559.2427
Tamil Nadu,2024,3,P2P,261752730,784471251607.5933
Tamil Nadu,2024,3,Retail,458580459,202823138127.37915
Tamil Nadu,2024,3,Utility,61174987,66540217929.45436
Tamil Nadu,2024,4,P2P,272558373,807796181686.3564
Tamil Nadu,2024,4,Retail,488070607,214423798003.24924
Tamil Nadu,2024,4,Utility,62311789,69190292305.47217
Tamil Nadu,2025,1,P2P,286554114,840526789986.4423
Tamil Nadu,2025,1,Retail,524381598,220363297120.24695
Tamil Nadu,2025,1,Utility,64768769,72818819269.21487
Tamil Nadu,2025,2,P2P,277697186,829079675015.9103
Tamil Nadu,2025,2,Retail,540167131,229391363851.10114
Tamil Nadu,2025,2,Utility,62179306,74782023558.89085
Tamil Nadu,2025,3,P2P,301171264,863520956731.7437
Tamil Nadu,2025,3,Retail,589397918,243069774917.73154
Tamil Nadu,2025,3,Utility,63869623,80642654989.58861
Tamil Nadu,2025,4,P2P,310141970,890138493792.19
Tamil Nadu,2025,4,Retail,606536327,252907294131.02087
Tamil Nadu,2025,4,Utility,65358581,86037051412.34727
Tamil Nadu,2026,1,P2P,321088498,936525207357.9678
Tamil Nadu,2026,1,Retail,630192289,265130932133.1607
Tamil Nadu,2026,1,Utility,63942573,89621157220.28961
Tamil Nadu,2026,2,Retail,667642639,284788943434.0261
Tamil Nadu,2026,2,Utility,62934777,93999283994.46033
Tamil Nadu,2026,2,P2P,318715551,937916167838.1294
Telangana,2018,1,P2P,3466488,12423399491.243776
Telangana,2018,1,Retail,5817357,1316445636.2138917
Telangana,2018,1,Utility,57129,319178533.1659571
Telangana,2018,2,P2P,5011318,22075517649.658665
Telangana,2018,2,Retail,6332946,1694490577.5530658
Telangana,2018,2,Utility,200012,631317441.5697474
Telangana,2018,3,P2P,11838453,30365700862.472122
Telangana,2018,3,Retail,7792425,1978413062.5479784
Telangana,2018,3,Utility,324907,836249250.1312712
Telangana,2018,4,P2P,16046190,46081440035.47229
Telangana,2018,4,Utility,437924,1228666410.0002105
Telangana,2018,4,Retail,13909469,3848274917.6846843
Telangana,2019,1,P2P,39258819,85319540455.10503
Telangana,2019,1,Retail,24788513,6164985124.373475
Telangana,2019,1,Utility,766073,2026823297.6075563
Telangana,2019,2,P2P,41264830,124335864879.21597
Telangana,2019,2,Retail,39189406,10353177191.952589
Telangana,2019,2,Utility,1000749,2993760421.3468103
Telangana,2019,3,P2P,52781429,157634477767.56183
Telangana,2019,3,Retail,58293457,14419160483.876091
Telangana,2019,3,Utility,3037163,6061095345.363766
Telangana,2019,4,P2P,73588551,220372592609.8759
Telangana,2019,4,Retail,70715723,19253524363.049934
Telangana,2019,4,Utility,8205780,10257048661.68765
Telangana,2020,1,Utility,13251013,13352169351.886293
Telangana,2020,1,P2P,80752201,278613502500.96564
Telangana,2020,1,Retail,83326336,26165921472.546375
Telangana,2020,2,P2P,67182596,246873669219.42123
Telangana,2020,2,Retail,54016206,25696632652.104332
Telangana,2020,2,Utility,17127927,13256909348.194078
Telangana,2020,3,P2P,97545501,367127681647.09753
Telangana,2020,3,Retail,91185733,43984574129.58855
Telangana,2020,3,Utility,18741092,17669426403.28238
Telangana,2020,4,P2P,146516443,541619060957.63605
Telangana,2020,4,Utility,25104426,24949245748.98179
Telangana,2020,4,Retail,150218614,74049862780.52893
Telangana,2021,1,P2P,166657150,628599935154.7805
Telangana,2021,1,Retail,181674390,84750001746.74103
Telangana,2021,1,Utility,44128809,32325539480.42288
Telangana,2021,2,Retail,193360174,106469152135.32986
Telangana,2021,2,P2P,209768440,796671454814.8999
Telangana,2021,2,Utility,57938162,39949756097.35822
Telangana,2021,3,P2P,252405062,915020718063.9187
Telangana,2021,3,Retail,276644191,141160746201.711
Telangana,2021,3,Utility,63692205,46465968656.7891
Telangana,2021,4,P2P,268871846,988843323341.8317
Telangana,2021,4,Retail,316270714,170008683532.33478
Telangana,2021,4,Utility,57265743,47979012420.584
Telangana,2022,1,Utility,64419623,57151375462.197914
Telangana,2022,1,P2P,333860206,1260996266544.6206
Telangana,2022,1,Retail,422012965,211460696611.1499
Telangana,2022,2,P2P,385083123,1452935935003.293
Telangana,2022,2,Retail,533356769,270089764704.24182
Telangana,2022,2,Utility,74769332,69451111782.40771
Telangana,2022,3,P2P,437894151,1593003221296.6406
Telangana,2022,3,Retail,638075219,327422910299.6183
Telangana,2022,3,Utility,85263291,83168602672.25273
Telangana,2022,4,P2P,483151075,1736196198729.0193
Telangana,2022,4,Utility,88183985,89158272083.51419
Telangana,2022,4,Retail,727397449,357455673967.45654
Telangana,2023,1,P2P,522531494,1897536122945.9717
Telangana,2023,1,Retail,807980480,378155849852.9837
Telangana,2023,1,Utility,94109699,96023768579.53613
Telangana,2023,2,Retail,945635928,426203455991.6583
Telangana,2023,2,P2P,592921662,2154504317228.9219
Telangana,2023,2,Utility,105486872,115898990615.76514
Telangana,2023,3,P2P,646881028,2270601054225.1577
Telangana,2023,3,Retail,1103013563,469469718130.1089
Telangana,2023,3,Utility,111964832,125742828624.49983
Telangana,2023,4,P2P,695650059,2453024924963.2
Telangana,2023,4,Retail,1197673180,528265459033.3901
Telangana,2023,4,Utility,112690584,140335565374.5022
Telangana,2024,1,P2P,734914725,2515341808958.9707
Telangana,2024,1,Retail,1318718383,551637212441.384
Telangana,2024,1,Utility,116600513,140030315642.12573
Telangana,2024,2,Retail,1500188080,614390231757.3098
Telangana,2024,2,P2P,782308152,2694489780560.953
Telangana,2024,2,Utility,121387058,153027710274.055
Telangana,2024,3,P2P,841561320,2740575303938.576
Telangana,2024,3,Retail,1637882726,636667952162.2289
Telangana,2024,3,Utility,128384944,172304775357.61182
Telangana,2024,4,P2P,905792395,2978364157661.4985
Telangana,2024,4,Retail,1785244498,695686216804.9426
Telangana,2024,4,Utility,133221680,185461769757.36212
Telangana,2025,1,Utility,143755048,204161345380.19858
Telangana,2025,1,P2P,958239626,3106162446357.0947
Telangana,2025,1,Retail,1855676564,701503784213.8406
Telangana,2025,2,P2P,962138565,3206185482855.754
Telangana,2025,2,Retail,1937172444,753375688787.3877
Telangana,2025,2,Utility,145148278,217575720576.669
Telangana,2025,3,P2P,1003412650,3161804777164.1587
Telangana,2025,3,Retail,2078091958,788245239067.9331
Telangana,2025,3,Utility,147360477,238662475799.42722
Telangana,2025,4,P2P,1062691144,3416100281646.537
Telangana,2025,4,Utility,153727384,262278926121.95862
Telangana,2025,4,Retail,2268697781,863546356690.6409
Telangana,2026,1,Utility,164767985,288288320241.09924
Telangana,2026,1,P2P,1085668689,3525336117851.279
Telangana,2026,1,Retail,2320751024,900239213824.5024
Telangana,2026,2,Retail,2560637907,1012378680044.0645
Telangana,2026,2,P2P,1143923545,3802953114082.1084
Telangana,2026,2,Utility,173670988,312713949965.91516
Tripura,2018,1,Retail,127863,28594349.267880432
Tripura,2018,1,Utility,3813,3018251.5447109267
Tripura,2018,1,P2P,52393,134421469.7887414
Tripura,2018,2,P2P,85672,234823711.2926422
Tripura,2018,2,Retail,166739,39795180.750681534
Tripura,2018,2,Utility,10572,7098205.466822536
Tripura,2018,3,P2P,209683,462622108.7983402
Tripura,2018,3,Retail,221767,53528153.65399282
Tripura,2018,3,Utility,15295,11628930.066378605
Tripura,2018,4,P2P,203650,636102982.8223121
Tripura,2018,4,Retail,319338,77316200.24774538
Tripura,2018,4,Utility,15376,12879216.807753189
Tripura,2019,1,Retail,343127,80684749.28930724
Tripura,2019,1,Utility,19000,14835627.718742775
Tripura,2019,1,P2P,360490,835430897.7767484
Tripura,2019,2,P2P,338442,1064655143.0154159
Tripura,2019,2,Retail,428388,108657863.84835309
Tripura,2019,2,Utility,20351,19732258.122727152
Tripura,2019,3,P2P,382672,1265594643.273656
Tripura,2019,3,Retail,452124,124539861.09818189
